key,docs,rating,timestamp,sentiment
99,"not sure if this restaurant issues were truly related to covid as this was a constant reason why reservations were delayed in evening. this reservation was at 7pm but we didn't get seated until 7:45pm even though we had reserved. little did we know upon our first night eating here the dinner menu was the same each and every day. unless you have a car to leave hotel area there is nothing but this limited menu. there was issue with lighting as dragon restaurant had portable lighting brought into dining area and placed around but this didn't add much light but more of a dim romantic lighting with many families and their screaming tired children. as to ordering for the second night in a row and last, we had two birthday packages that were reserved two months in advanced for a chocolate cake and a vanilla cake (vanilla was needed due to food allergy). the chocolate cake was available but the vanilla was not, as the two prior nights the last vanilla was given out. there was an alternative cake provided, a vanilla cream, strawberry drizzle type something. it wasn't what was ordered but thank goodness the birthday child didn't complain and ate it. as we ordered dinner, there was a broccoli cheese soup offered and three of the party order this. later it was discovered they were out and offered a chili as a substitute. now, to remind some people that not all can eat meat due to tolerance of keeping any meat product down as these persons didn't order since they are vegetarian or vegan but seriously get sick when eating meat for protein. so we declined and knew it was not the staff working fault. what i didn't care for is the continuous nightmare excuse is due to covid. not acceptable, i work in a hospital and i want to use due to covid excuse. it's organizational workflows and informative customer service that keeps the public aware as they are informed what to expect. that's all it truly takes dragon restaurant management.",2.0,2021-10-06 22:28:00,"[[0.3161563277244568, 0.6818529963493347, 0.001990673830732703]]"
100,"we had a reservation for 7:45am and still had to wait in line. we left, due to my son's specialized needs.",1.0,2022-04-03 16:28:00,"[[0.6421528458595276, 0.35618868470191956, 0.001658446155488491]]"
101,"a total disaster. never seen so many confused people trying to run a restaurant.
it took us, a party of 4 to acknowledge the disaster of an evening unfolding before our eyes.
we first tried laughing off the awkwardness. simple requests such as turning gas light took 25 minutes to no avail.
asking for drinks to reset the night were not heeded.
we closed our eyes trying to understand if the twilight zone moment was for real and, well, yes it was.
last attempt was to call the management who listened to our 30 minutes of unresponsiveness.
staring at the floor, he said yes no problem, we will take care of it.
2 minutes later, after our waiter pacing back and forth 13 times, flipping his order taking notepad, we got up only to find manager making drinks for another table.
we got up, left, and skyward silence kicked until we walked into stk @ the w and tried drinking to forget this most underwhelming, psychologically overwhelming moment.
something is wrong. please assess and reassess customer service.
until never again",1.0,2021-07-17 18:20:00,"[[0.36077257990837097, 0.623420774936676, 0.015806620940566063]]"
102,the staff were extremely friendly and made you feel at home . nothing,5.0,2022-03-19 01:00:00,"[[0.008777530863881111, 0.6187410950660706, 0.3724813163280487]]"
103,"very welcoming staff!! clean, comfortable room with everything you need, good quality beds for great nights sleep. amazing breakfast on the top floor of the hotel with great views!! definitely will stay again here and recommend to anyone!! na",5.0,2021-08-15 02:00:00,"[[0.005490013863891363, 0.2589261829853058, 0.7355837821960449]]"
104,"value may have been good if buffet was open. sausage was not cooked fully, potatoes were terrible.",3.0,2022-01-13 06:08:00,"[[0.6704235076904297, 0.3284972012042999, 0.001079231733456254]]"
105,the food and service was great. wonderful ambiance. it was an old inn that was remodeled into a beautiful setting. will return.,5.0,2021-08-01 10:06:00,"[[0.013916032388806343, 0.31168508529663086, 0.6743988990783691]]"
106,food was awesome. would be great it they reduce steak sizes and to may be 8-10oz and provide sides as part of dish. its impossible for a person to eat 16oz steak and then order two big side portions and finish them especially if there is only person eating steak.,5.0,2021-03-30 16:04:00,"[[0.009281890466809273, 0.6671435236930847, 0.32357457280158997]]"
107,glen rock mill inn keeps getting better every time we go. the food and service is second to none in my opinion.,5.0,2021-07-18 17:54:00,"[[0.015851911157369614, 0.19978033006191254, 0.7843677997589111]]"
108,food amazing. service brilliant. will definitely be returning!,5.0,2022-01-23 04:41:00,"[[0.007280738092958927, 0.4985377788543701, 0.49418145418167114]]"
109,good location and nice old building first morning breakfast service was a bit confusing sns slow. but second morning worked fine,4.5,2022-05-30 02:00:00,"[[0.09820970892906189, 0.8278869986534119, 0.07390327006578445]]"
110,"there was no shuttle from the airport clean and spacious rooms. friendly staff that made check in and out very easy. overall very accommodating, a great location, and a very cozy and relaxing room. stayed in september 2022",5.0,2022-09-26 01:00:00,"[[0.019833102822303772, 0.6784135699272156, 0.30175331234931946]]"
111,"bad, really bad. it is like stepping back in time to the 1980s and not in a good way. no bottled water - bizarre. afternoon tea was obviously not made on site, definitely shop bought (more discount store than m&s). we won't be back.",1.0,2021-12-23 07:35:00,"[[0.8609275817871094, 0.13851502537727356, 0.0005573521484620869]]"
112,"it said continental breakfast was included but there didn't appear to be anything on offer the room was very luxurious, huge bed with great mattress and down duvet. 50"" tv with netflix. walk in shower had lots of room, plenty of hot water and pressure stayed in december 2020",5.0,2021-01-05 06:00:00,"[[0.0038859641645103693, 0.9475834965705872, 0.04853050038218498]]"
113,food & drinks are delicious. nice variety on the menu. service was great.,5.0,2021-08-16 16:39:00,"[[0.01697458326816559, 0.5422330498695374, 0.4407922923564911]]"
114,we have had a fabulous anniversary meal at the globe . the meal was stunning . thank you,5.0,2021-12-15 10:32:00,"[[0.0020246533676981926, 0.17762885987758636, 0.820346474647522]]"
115,"hotel is gorgeous, fabulous decor , staff are amazing ,super friendly and helpful, food was delicious and presented beautifully , outdoors areas are very nice also , very easy to relax victoria",4.0,2022-08-01 02:00:00,"[[0.007050712592899799, 0.23607440292835236, 0.7568749189376831]]"
116,great food and great service. lunch came out quickly and seated right away with reservations. portions are smaller than chain restaurants.,5.0,2022-01-02 02:29:00,"[[0.007580277509987354, 0.566423237323761, 0.42599648237228394]]"
117,"nice to have the inn back having been closed for a number of years.
we were a table of four and everyone's food selections were good.
we ate in the bar area which was busy, noisy but bearable.
three of the group had cocktails that were well done.
we'll be back.",4.0,2021-12-12 10:44:00,"[[0.010783727280795574, 0.8018296360969543, 0.18738654255867004]]"
118,the hotel is absolutely beautiful and photos come out great!,4.0,2021-10-23 21:38:00,"[[0.002097798977047205, 0.3276377022266388, 0.670264482498169]]"
119,"nice outlook, clean and large rooms with all essentials, lovely environment and cooperative staff cons: tv channels are internet dependent and there is alot of pause and interrupted signals won't let you watch tv with peace",4.5,2021-05-10 02:00:00,"[[0.5681546926498413, 0.4311864376068115, 0.0006588497199118137]]"
120,"always great, consistent food with great service.",5.0,2022-03-01 17:35:00,"[[0.026468098163604736, 0.5520691275596619, 0.4214627742767334]]"
121,great location. staff super friendly and approachable. excellent breakfast. cool views of the town centre. nice sized room. late bar on the weekends was a bonus. tv in the room quite small. no vending machines. shower drainage was very poor.,4.0,2021-11-10 01:00:00,"[[0.023945007473230362, 0.8456254601478577, 0.1304294764995575]]"
122,pretty chill spot. good view. good food. decent price.,5.0,2021-07-05 00:55:00,"[[0.008783125318586826, 0.8968541622161865, 0.09436268359422684]]"
