docs|rating|timestamp
absolutely terrible dry food. we were there saturday night at 8 pm. made reservations many days ahead. waitress took 25-35 minutes to get us a glass of water and then another 30 minutes to get a drinks another 45 minutes to get an appetizer and then dinner came in was very very sad the pad thai was all stuck together and dry. the seafood dried out. the menu on line is not the current menu. really awful and was charged 19% for her tip. we would have left a dollar|1.0|2021-04-19 20:04:00
perfect location, great price, and super friendly staff not too significant, but beds were pretty hard.|4.5|2022-03-09 01:00:00
location is the only positive room was cold, windows didn't open (not that it mattered as they are right beside the main hotelrestaurant extractor which hummed loudly all the time. tv was broken and shower was cold. for 120 for a single room i would expect much more. avoid.|1.5|2021-11-28 01:00:00
everything was perfect, staff were excellent|5.0|2021-06-07 02:00:00
"owner and staff welcoming and attentive without being intrusive. food hot and delicious without a long wait. saturday lunchtime 2.30pm booking and it was very busy with lovely ambiance and not too loud.
couldn't have asked for more for our anniversary meal. excellent!
would highly recommend."|5.0|2022-02-15 05:45:00
excellent waterhole for parents. good food for a nice pint of beer and letting the kids play with lego and with onsite entertainment for kids fun. nice playground outside too, relaxing.|5.0|2021-12-14 02:57:00
friendly, professional lovely atmosphere. a good place to meet friends and enjoy a good meal.|4.0|2022-01-01 13:06:00
good food at the bar and in breakfast room. friendly staff. lovely shower in room. wine and chocolates in room on arrival. the parking at the side of the hotel was very tight. each parking space could have been more generous.|5.0|2022-08-12 02:00:00
nice staff, location and breakfast no aircon in the room during a heatwave and the windows did not open very much, room was like a sweatbox. wi fi did not work in our room.|3.5|2021-07-26 02:00:00
didn't like being taken upstairs to a poor ambiance hotel conference center room|4.0|2021-12-16 21:23:00
hotel location and parking is ideal. good choice of places to eat indoors and outdoors. the service was really poor which was disappointing. we got dinner and drinks on the friday, it took 15 minutes for our order to be taken which was fine. but nobody came near us once we got our food. we waited 25 minutes to order a drink after dinner, we had to approach staff 3 times. if we weren't staying in the hotel i wouldn't have minded but it was so irritating. especially considering we are in a pandemic and table service is essential we shouldn't have had to go up to the bar 3 times for a drink. we wanted to stay drinking outdoors after the second drink but we were facing yet another wait so we left and went elsewhere. on saturday evening we booked a table for 8.30 and were seated at 8.35, our order wasn't taken until 8.50 and the restaurant was relatively quiet. again we had the same issue of waiting to order dessert and a drink. after dinner the courtyard was jammed so we decided to stay indoors for one or two more drinks. we had to go up to the ridiculously busy residents bar twice to order where nobody was wearing masks. this should not have been the case and a lot of customers were extremely anxious over this. it was clear there was not half the amount of staff required on. the staff that were there were generally very good though, there were a few that were horrendous and seemed to avoid work or make themselves look busy yet did nothing. if the restaurant was busier and the courtyard also i'd have understood but there was a very workable ratio of staff to customers they just had no organisation of table rotation in place and the staff floating did not work off their initiative.|3.0|2021-06-14 02:00:00
the location is very convenient! the staff is very nice and helpful! but the quilt on the single bed is dirty which had dirt looked like blood inside the cover.. nothing else|3.5|2022-03-11 01:00:00
good location nice food in the bar nice breakfast staff helpful clean comfortable car park space we're very tight and hard to park in when near full|4.0|2021-08-03 02:00:00
restaurant and bars where great, really liked the garden area. bedrooms and bathrooms where nicely furnished. we stayed two nights, our room didn't get cleaned after the first day, i think the cleaners missed it.|3.5|2021-07-19 02:00:00
breakfast well presented &staff v helpful in getting any food required. mayb corona cleanliness but v busy &sanatising carried out|4.0|2021-06-06 02:00:00
"it said continental breakfast was included but there didn't appear to be anything on offer the room was very luxurious, huge bed with great mattress and down duvet. 50"" tv with netflix. walk in shower had lots of room, plenty of hot water and pressure stayed in december 2020"|5.0|2021-01-05 00:00:00
great food, recommend the bavette steak, although all thought their food was excellent. wash it down with a cheeky bottle of reasonably priced carmenere and what is not to like. staff were really nice & griff looked after us really well without being over the top, very friendly. thoroughly recommend ita surrey gem|5.0|2022-03-08 08:11:00
